id_meals,meals_names,calories,proteins,fats,carbohydrates
7167,"Мясной сок (смалец, говяжий и бараний жир)",889.0,0.0,98.59,0.0
7168,Овсяное масло,884.0,0.0,100.0,0.0
7169,Оливковое масло,898.0,0.0,99.8,0.0
7170,Оливковое масло для заправки салатов или готовки,884.0,0.0,100.0,0.0
7171,"Пальмовое и пальмоядровое масло негидрогенизированное, для пищевой промышленности, жир-наполнитель",880.0,0.0,99.5,0.0
7172,Пальмовое масло,899.0,0.0,99.7,0.0
7173,Пальмовое масло (из плодов масличной пальмы),884.0,0.0,100.0,0.0
7174,Пальмоядровое масло (из семян масличной пальмы),862.0,0.0,100.0,0.0
7175,"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, для изготовления взбитых кремов",884.0,0.0,100.0,0.0
7176,"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, жир-наполнитель",884.0,0.0,100.0,0.0
7177,"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, кондитерский жир, используется аналогично высококачественному какао-маслу",884.0,0.0,100.0,0.0
7178,"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, кондитерский жир, используется аналогично сливочному маслу 95% жирности",884.0,0.0,100.0,0.0
7179,"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, кондитерский жир, продукт промежуточной переработки",884.0,0.0,100.0,0.0
7180,Персиковое масло,899.1,0.0,99.9,0.0
7181,Подсолнечное масло,899.0,0.0,99.9,0.0
7182,Подсолнечное масло высокоолеиновое (70% и более),884.0,0.0,100.0,0.0
7183,Подсолнечное масло линолевое (менее 60%),884.0,0.0,100.0,0.0
7184,Подсолнечное масло линолевое (приблизительно 65%),884.0,0.0,100.0,0.0
7185,Подсолнечное масло линолевое (частично гидрогенизированное),884.0,0.0,100.0,0.0
7186,"Подсолнечное масло, среднеоленовое, для жарки и заправки салатов, для пищевой промышленности",884.0,0.0,100.0,0.0
7187,Рапсовое масло,899.0,0.0,99.85,0.0
7188,Рыбий жир из печени трески,902.0,0.0,100.0,0.0
7189,Рыбий жир из печени трески,898.0,0.0,99.8,0.0
7190,Рыбий жир лососевый,902.0,0.0,100.0,0.0
7191,"Рыбий жир, менхаден",902.0,0.0,100.0,0.0
7192,"Рыбий жир, менхаден, полностью гидрогенизированный",902.0,0.0,100.0,0.0
7193,"Рыбий жир, сардинный",902.0,0.0,100.0,0.0
7194,"Рыбий жир, сельдевый",902.0,0.0,100.0,0.0
7195,"Сало (шпик свиной, без шкурки)",841.0,1.4,92.8,0.0
7196,Сало баранье,902.0,0.0,100.0,0.0
7197,"Сало соленое (шпик свиной, без шкурки)",816.0,1.4,90.0,0.0
7198,"Сафлоровое масло высокоолеиновое, более 70%",884.0,0.0,100.0,0.0
7199,Сафлоровое масло линолевое (более 70%),884.0,0.0,100.0,0.0
7200,"Соевое (частично гидрогенизированное) и хлопковое масла, смесь",884.0,0.0,100.0,0.0
7201,Соевое масло,899.0,0.0,99.9,0.0
7202,"Соевое масло (частично гидрогенизированное и вымороженное), для пищевой промышленности, для чистой жарки",884.0,0.0,100.0,0.0
7203,"Соевое масло (частично гидрогенизированное) и пальмовое, для пищевой промышленности, для изготовления глазури и наполнителей",884.0,0.0,100.0,0.0
7204,"Соевое масло (частично гидрогенизированное) и хлопковое, для пищевой промышленности, для тортильи",884.0,0.0,100.0,0.0
7205,"Соевое масло (частично гидрогенизированное),  для пищевой промышленности, для приготовления попкорна и приправленных овощей",884.0,0.0,100.0,0.0
7206,"Соевое масло (частично гидрогенизированное), для пищевой промышленности",884.0,0.0,100.0,0.0
7207,"Соевое масло (частично гидрогенизированное), для пищевой промышленности, со вкусом сливочного  масла",884.0,0.0,100.0,0.0
7208,"Соевое масло гидрогенезированное, для пищевой промышленности",884.0,0.0,100.0,0.0
7209,Соевое масло для заправки салатов или готовки,884.0,0.0,100.0,0.0
7210,Соевое масло для заправки салатов или готовки (частично гидрогенизированное),884.0,0.0,100.0,0.0
7211,"Соевое масло низколинолевое, для пищевой промышленности",900.0,0.0,100.0,0.0
7212,Соевое масло рафинированное,884.0,0.0,100.0,0.0
7213,"Соевое масло рафинированное, для пищевой промышленности, для вока и легкой обжарки",884.0,0.0,100.0,0.0
7214,"Соевое масло, ультра низколинолевое, для пищевой промышленности",884.0,0.0,100.0,0.0
7215,Соевый лецитин,763.0,0.0,100.0,0.0
7216,"Спред на основе растительного масла, 53% жирности, низкокалорийный",465.0,0.0,53.0,0.0
7217,Хлопковое масло,884.0,0.0,100.0,0.0
7218,Хлопковое масло,899.1,0.0,99.9,0.0
7219,"Хлопковое масло полностью гидрогенезированное, для пищевой промышленности",884.0,0.0,100.0,0.0
7220,"DENNY'S, стейк-филе",182.0,28.9,7.34,0.14
7221,"Говядина, с овощами, Китайский ресторан",105.0,7.08,5.3,5.79
7222,"Курица в лимоне, Китайский ресторан",252.0,11.87,13.55,19.61
7223,"Курица, Цыпленок, ""Кунг-Пао"", Китайский ресторан",129.0,9.76,6.98,5.37
7224,"Ресторан-магазин Cracker Barrel, картофель фри",255.0,3.26,13.18,27.37
7225,"Ресторан-магазин Cracker Barrel, креветки, жаренные по деревенски, тарелка",287.0,12.62,16.77,21.1
7226,"Ресторан-магазин Cracker Barrel, куриное филе, тарелка, жареное, детское меню",294.0,18.67,15.41,19.24
7227,"Ресторан-магазин Cracker Barrel, макароны с сыром, тарелка, детское меню",192.0,6.46,11.51,14.88
7228,"Ресторан-магазин Cracker Barrel, сом, разводимый, тарелка",266.0,22.94,17.05,3.71
7229,"Ресторан-магазин Cracker Barrel, стейк-филе, (бифштекс), гриль",203.0,31.52,8.52,0.0
7230,"Ресторан,  семейный стиль, стейк-филе",186.0,28.78,7.88,0.07
7231,"Ресторан, APPLEBEE'S, 9 унцевый домашний стейк-филе",189.0,26.85,9.08,0.0
7232,"Ресторан, APPLEBEE'S, KRAFT, макароны с сыром, детское меню",143.0,5.01,4.34,19.78
7233,"Ресторан, APPLEBEE'S, дважды хрустящие креветки ( Double Crunch Shrimp)",323.0,12.31,18.9,23.36
7234,"Ресторан, APPLEBEE'S, картофель фри",290.0,3.31,13.17,35.6
7235,"Ресторан, APPLEBEE'S, куриные палочки, детское меню",296.0,19.25,16.15,17.16
7236,"Ресторан, APPLEBEE'S, сырные палочки (моцарелла)",316.0,14.87,18.37,20.77
7237,"Ресторан, DENNY'S, MOONS & STARS куриные наггетсы, детское меню",377.0,16.27,28.57,12.79
7238,"Ресторан, DENNY'S, золотые жареные креветки",277.0,11.51,16.67,20.21
7239,"Ресторан, DENNY'S, картофель фри",282.0,3.41,14.13,31.7
7240,"Ресторан, DENNY'S, макароны с сыром, детское меню",150.0,5.19,4.92,19.96
7241,"Ресторан, DENNY'S, сырные палочки (моцарелла)",324.0,13.56,17.87,25.62
7242,"Ресторан, Латино, Аррос Кон Грэндулс, (рис и горох)",182.0,3.5,4.98,29.35
7243,"Ресторан, Латино, Аррос Кон Лече, (рисовый пуддинг)",146.0,3.2,3.69,24.42
7244,"Ресторан, Латино, Аррос Кон Фрайджолс Негро, (рис и черная фасоль)",151.0,4.64,3.85,21.0
7245,"Ресторан, Латино, Аррос Кон Хэбичуелас Колорадо, (рис и красная фасоль)",142.0,3.96,3.46,21.14
7246,"Ресторан, Латино, курица с рисом, блюдо, приготовленные",174.0,12.02,5.06,18.83
7247,"Ресторан, Латино, эмпанадас, говядина, приготовленные",335.0,11.31,18.37,29.19
7248,"Ресторан, семейный стиль, жаренные сырные палочки (моцарелла)",325.0,14.75,18.33,23.14
7249,"Ресторан, семейный стиль, картофель фри",289.0,3.49,14.04,33.3
7250,"Ресторан, семейный стиль, креветки, жареные в панировке",308.0,12.67,18.67,20.79
7251,"Ресторан, семейный стиль, куриные палочки, детское меню",307.0,18.68,17.45,17.67
7252,"Ресторан, семейный стиль, макароны с сыром, детское меню",151.0,5.42,6.06,17.7
7253,"Рис, жареный, Китайский ресторан",174.0,4.05,2.96,31.69
7254,"Рулеты яичные, ассорти, Китайский ресторан",250.0,8.28,11.94,24.69
7255,KRAFT BREAKSTONE'S FREE Обезжиренная сметана,91.0,4.7,1.3,15.1
7256,KRAFT BREYERS LIGHT N' LIVELY Клубничний йогурт 1% с низким содержанием жира,108.0,3.2,0.8,21.9
7257,KRAFT BREYERS LIGHT Обезжиренный клубничный йогурт (с заменителями сахара аспартам и фруктозой),55.0,3.4,0.2,9.9
7258,KRAFT BREYERS Smooth  Creamy Клубничний йогурт 1% с низким содержанием жира,102.0,3.8,0.9,19.9
7259,KRAFT BREYERS Клубничний йогурт 1% с низким содержанием жира,96.0,3.8,0.8,18.2
7260,"KRAFT CHEEZ WHIZ LIGHT, Пастеризованый плавленый сыр",215.0,16.3,9.5,16.2
7261,"KRAFT CHEEZ WHIZ, Пастеризованый плавленый сырный соус",276.0,12.0,21.0,9.2
7262,"KRAFT FREE, Обезжиренный пастеризованый плавленый сыр",148.0,22.7,1.0,11.7
7263,KRAFT VELVEETA LIGHT Пастеризованый плавленый сыр с низким модержанием жира,222.0,19.6,10.6,11.8
7264,Ацидофилин 1%,40.0,3.0,1.0,4.0
7265,"Ацидофилин 3,2% жирности",59.0,2.9,3.2,3.8
7266,"Ацидофилин 3,2% жирности сладкий",77.0,2.8,3.2,8.6
7267,Ацидофилин обезжиренный,31.0,3.0,0.05,3.9
7268,"Белковая добавка, на основе молока, Muscle Milk Light, порошок",396.0,50.0,12.0,20.0
7269,"Белковая добавка, на основе молока, Muscle Milk, порошок",411.0,45.71,17.14,11.4
7270,"Брынза из коровьего молока, м.д.ж. 40% в сух. в-ве",262.0,22.1,19.2,0.4
7271,"Брынза овечья, м.д.ж. 40% в сух. в-ве",260.0,21.1,18.8,0.3
7272,"Варенец  2,5% жирности",53.0,2.9,2.5,4.1
7273,"Дульсе де лече, варёное сгущенное молоко (латиноамериканский десерт)",315.0,6.84,7.35,55.35
7274,"Заменитель взбитых сливок, приготовленный из порошка, 6% жирности",100.0,0.9,6.0,10.6
7275,Заменитель молока с маслами лауриновой кислоты,61.0,1.75,3.41,6.16
7276,"Заменитель молока, без сои",46.0,1.6,2.0,5.3
7277,"Заменитель молока, порошок",529.0,2.48,32.92,59.29
7278,Заменитель сливок 10% жирности с гидрогенизированным растительным маслом и протеинами сои,136.0,1.0,9.97,11.38
7279,Заменитель сливок 10% жирности с маслами лауриновой кислоты и казеинатом натрия,136.0,1.0,9.97,11.38
7280,"Заменитель сливок 13,5% жирности ароматизированный",251.0,0.69,13.5,33.97
7281,"Заменитель сливок 3,5% жирности",71.0,0.8,3.5,9.1
7282,"Заменитель сливок сухой 15,7% жироности",431.0,1.9,15.7,73.4
7283,"Заменитель сливок сухой 21,5% жироности ароматизированный",482.0,0.68,21.47,74.22
7284,"Заменитель сливочного масла, обезжиренный, порошок",373.0,2.0,1.0,89.0
7285,"Заменитель сметаны 19,5% жирности ",208.0,2.4,19.52,6.63
7286,"Заменитель сыра (иммитация), американский или чеддер, с низким содержанием холестерина",390.0,25.0,32.0,1.0
7287,"Заменитель сыра (иммитация), американский чеддер",239.0,16.7,14.0,11.6
7288,"Заменитель сыра, моцарелла",248.0,11.47,12.22,23.67
7289,"Заправка для десерта, в аэрозольной упаковке",264.0,0.98,22.3,16.07
7290,"Заправка для десерта, полужидкая, замороженная",318.0,1.25,25.31,23.05
7291,"Заправка для десерта, порошок",577.0,4.9,39.92,52.54
7292,"Заправка для десерта, порошок, 1,5 унции приготовлены на пол стакана молока",194.0,3.61,12.72,17.13
7293,"Йогурт 1,15% жирности, 4% белка, фруктовый",99.0,3.98,1.15,18.64
7294,"Йогурт 1,15% жирности, 4% белка, фруктовый, с витамином D",99.0,3.98,1.15,18.64
7295,"Йогурт 1,25% жирности, 5% белка, ванильный",85.0,4.93,1.25,13.8
7296,"Йогурт 1,25% жирности, 5% белка, с витамином D, ванильный",85.0,4.93,1.25,13.8
7297,"Йогурт 1,25% жирности, ванильный, с низкокалорийным подсластителем",86.0,4.93,1.25,13.8
7298,"Йогурт 1,4% жирности, 4,9% белка, фруктовый",105.0,4.86,1.41,18.6
7299,"Йогурт 1,4% жирности, фруктовый, с низкокалорийным подсластителем",105.0,4.86,1.41,18.6
7300,"Йогурт 1,4% жирности, фруктовый, с низкокалорийным подсластителем, с витамином D",105.0,4.86,1.41,18.6
7301,"Йогурт 1,5% жирности, 4,1% белка, натуральный",57.0,4.1,1.5,5.9
7302,"Йогурт 1,5% жирности, 4% белка, плодово-ягодный",90.0,4.0,1.5,14.3
7303,"Йогурт 1,5% жирности, 5,25% белка, натуральный",63.0,5.25,1.55,7.04
7304,"Йогурт 1,5% жирности, 5% белка, сладкий",70.0,5.0,1.5,8.5
7305,"Йогурт 1% жирности, 4,4% белка, фруктовый",102.0,4.37,1.08,19.05
7306,"Йогурт 1% жирности, 4,4% белка, фруктовый, с витамином D",102.0,4.37,1.08,19.05
7307,"Йогурт 3,2% жирности, 5% белка, натуральный",68.0,5.0,3.2,3.5
7308,"Йогурт 3,2% жирности, 5% белка, сладкий",87.0,5.0,3.2,8.5
7309,"Йогурт 3,25% жирности, 3,5% белка, натуральный",61.0,3.47,3.25,4.66
7310,"Йогурт 6% жирности, 5% белка, натуральный",92.0,5.0,6.0,3.5
7311,"Йогурт 6% жирности, 5% белка, сладкий",112.0,5.0,6.0,8.5
7312,"Йогурт греческий 1,5% жирности, лимонный, CHOBANI",92.0,7.75,1.47,11.41
7313,"Йогурт греческий 1,7% жирности, клубнично-банановый, CHOBANI",88.0,8.0,1.71,9.54
7314,"Йогурт греческий 1,7% жирности, кокосовый, CHOBANI",92.0,8.11,1.71,10.54
7315,"Йогурт греческий 1,8% жирности, ананасовый, CHOBANI",94.0,7.05,1.82,11.57
7316,"Йогурт греческий 1,8% жирности, ягодный, CHOBANI",93.0,8.26,1.83,10.34
7317,"Йогурт греческий 1,9% жирности, натуральный",73.0,9.95,1.92,3.94
7318,"Йогурт греческий 1.7% жирности, абрикосовый, CHOBANI",93.0,7.22,1.71,11.55
7319,"Йогурт греческий 2,5% жирности, ванильный",95.0,8.64,2.5,9.54
7320,"Йогурт греческий 2,6% жирности , клубничный",105.0,8.17,2.57,11.29
7321,"Йогурт греческий 2,9% жирности, клубничный, DANNON OIKOS",106.0,8.25,2.92,10.67
7322,"Йогурт греческий 3% жирности, фруктовый",106.0,7.33,3.0,12.29
7323,"Йогурт греческий 4% жирности, натуральный, CHOBANI",82.0,8.24,4.01,2.44
7324,"Йогурт греческий 5% жирности, натуральный",97.0,9.0,5.0,3.98
7325,Йогурт греческий обезжиренный клубничный,82.0,8.05,0.15,11.47
7326,Йогурт греческий обезжиренный малиновый,78.0,8.64,0.18,9.87
7327,Йогурт греческий обезжиренный натуральный,59.0,10.19,0.39,3.6
7328,"Йогурт греческий обезжиренный, ванильный, CHOBANI",71.0,9.07,0.22,7.79
7329,"Йогурт греческий обезжиренный, ванильный, DANNON OIKOS",85.0,8.12,0.14,12.22
7330,"Йогурт греческий обезжиренный, клубничный, DANNON OIKOS",84.0,8.03,0.22,12.13
7331,"Йогурт греческий обезжиренный, лимонный, CHOBANI",78.0,8.62,0.15,10.16
7332,"Йогурт греческий обезжиренный, малиновый, CHOBANI",81.0,7.65,0.22,11.48
7333,"Йогурт греческий обезжиренный, натуральный, CHOBANI",54.0,9.53,0.24,3.23
7334,"Йогурт греческий обезжиренный, персиковый, CHOBANI",80.0,7.76,0.11,11.2
7335,"Йогурт греческий обезжиренный, с гранатом, CHOBANI",80.0,7.45,0.18,11.33
7336,"Йогурт греческий обезжиренный, с ежевикой, CHOBANI",95.0,7.54,0.37,15.03
7337,"Йогурт греческий обезжиренный, с клубникой, CHOBANI",79.0,7.28,0.23,11.46
7338,"Йогурт греческий обезжиренный, черничный, CHOBANI",82.0,7.23,0.24,12.28
7339,"Йогурт замороженный, 2,5% жирности (вкусы кроме шоколадного)",139.0,8.0,2.5,21.0
7340,"Йогурт замороженный, обезжиренный, с низкокалорийным подсластителем  (вкусы кроме шоколадного)",104.0,4.4,0.8,17.7
7341,"Йогурт обезжиренный, 5,7% белка, натуральный",56.0,5.73,0.18,7.68
7342,"Йогурт обезжиренный, ванильный",78.0,2.94,0.0,17.04
7343,"Йогурт обезжиренный, ванильный или лимонный , с низкокалорийным подсластителем, с витамином D",43.0,3.86,0.18,7.5
7344,"Йогурт обезжиренный, ванильный или лимонный, с низкокалорийным подсластителем",43.0,3.86,0.18,7.5
7345,"Йогурт обезжиренный, фруктовый",95.0,4.4,0.2,19.0
7346,"Йогурт обезжиренный, фруктовый, с витамином D",95.0,4.4,0.2,19.0
7347,"Йогурт обезжиренный, шоколадный",112.0,3.53,0.0,22.33
7348,"Йогурт обезжиренный, шоколадный, с витамином D",112.0,3.53,0.0,22.33
7349,"Йогурт питьевой  2,5% жирности, с фруктовым наполнителем",86.0,2.8,2.5,13.0
7350,"Йогурт питьевой 1,5% жирности, с фруктовым наполнителем",78.0,3.0,1.5,13.0
7351,"Йогурт питьевой 1% жирности, с фруктовым наполнителем",71.0,2.7,1.0,12.2
7352,"Йогурт питьевой клубничный 0,9% жирности, витаминизированный, LIFEWAY",62.0,3.39,0.9,10.2
7353,Йогурт сублимационной сушки,534.0,16.0,36.0,38.1
7354,"Йогурт сублимационной сушки, плодово-ягодный",484.0,16.0,26.0,48.5
7355,"Йогурт сублимационной сушки, сладкий",491.0,16.0,27.5,47.3
7356,"Какао с молоком, напиток",77.0,3.52,2.34,9.74
7357,"Какао со сгущенным молоком и сахаром, консервы",321.0,8.2,7.5,51.6
7358,"Какао со сгущенными сливками, консервы",356.0,8.2,15.5,48.3
7359,Кефир 1% жирности,40.0,3.0,1.0,4.0
7360,"Кефир 1% жирности, витаминизированный, LIFEWAY",43.0,3.79,1.02,4.77
7361,"Кефир 2,5% жирности",53.0,2.9,2.5,4.0
7362,"Кефир 3,2% жирности",59.0,2.9,3.2,4.0
7363,Кефир обезжиренный,31.0,3.0,0.05,4.0
7364,"Кислая сквашенная кремовая заправка, без молочного жира",178.0,3.25,16.57,4.68
7365,"Кофе натуральный со сгущенным молоком, консервы",312.0,8.4,8.6,53.0
7366,Кумыс из кобыльего молока,50.0,2.1,1.9,5.0
7367,"Кумыс коровий, нежирный",41.0,3.0,0.05,6.3
7368,Масло сливочное «Вологодское»,748.0,0.5,82.5,0.8
7369,Масло сливочное 55% жирности,499.0,3.3,55.1,0.0
7370,"Масло сливочное 55% жирности, соленое",499.0,3.3,55.1,0.0
7371,"Масло сливочное 60% жирности, высокобелковое ",567.0,5.1,60.0,1.8
7372,"Масло сливочное 61,5% жирности, бутербродное",566.0,1.3,61.5,1.7
7373,"Масло сливочное 71,5% жирности, крестьянское соленое",647.0,0.8,71.5,1.3
7374,"Масло сливочное 72,5% жирности, крестьянское",661.0,0.8,72.5,1.3
7375,"Масло сливочное 75% жирности, обогащённое витамином Е",683.0,0.7,75.0,1.3
7376,"Масло сливочное 77% жирности, любительское соленое",700.0,0.7,77.0,1.0
7377,"Масло сливочное 78% жирности, любительское",709.0,0.7,78.0,1.0
7378,Масло сливочное 81% жирности,717.0,0.85,81.11,0.06
7379,"Масло сливочное 81% жирности, соленое",717.0,0.85,81.11,0.06
7380,"Масло сливочное 82,5% жирности, традиционное (в т.ч. Вологодское)",748.0,0.5,82.5,0.8
7381,"Масло сливочное взбитое 78,3% жирности, соленое",731.0,0.49,78.3,0.0
7382,Масло сливочное топлёное,900.0,0.0,100.0,0.0
7383,"Масло сливочное топленое, 99% жирности",892.0,0.2,99.0,0.0
7384,"Молоко 1,5% жирности, пастеризованное",45.0,3.0,1.5,4.8
7385,"Молоко 1,5% жирности, стерилизованное",45.0,3.0,1.5,4.8
7386,"Молоко 1%  жирности, с добавлением сухого обезжиренного молока, с витаминами A и D",43.0,3.48,0.97,4.97
7387,Молоко 1% жирности,42.0,3.37,0.97,4.99
7388,Молоко 1% жирности высокобелковое,52.0,4.3,1.0,6.4
7389,"Молоко 1% жирности высокобелковое, с витаминами A и D",48.0,3.93,1.17,5.52
7390,"Молоко 1% жирности, с витаминами A и D",42.0,3.37,0.97,4.99
7391,"Молоко 1% жирности, топленое",40.0,3.0,1.0,4.8
7392,"Молоко 2,5% жирности, пастеризованное",54.0,2.9,2.5,4.8
7393,"Молоко 2,5% жирности, стерилизованное",54.0,2.9,2.5,4.8
7394,Молоко 2% жирности,50.0,3.3,1.98,4.8
7395,"Молоко 2% жирности, высокобелковое",56.0,3.95,1.98,5.49
7396,"Молоко 2% жирности, высокобелковое, с витаминами A и D",56.0,3.95,1.98,5.49
7397,"Молоко 2% жирности, с витаминами A и D",50.0,3.3,1.98,4.8
7398,"Молоко 2% жирности, с добавлением сухого обезжиренного молока, с витаминами A и D",51.0,3.48,1.92,4.97
7399,"Молоко 3,2% жирности, пастеризованное",60.0,2.9,3.2,4.7
7400,"Молоко 3,2% жирности, стерилизованное",60.0,3.0,3.2,4.7
7401,"Молоко 3,25% жирности",61.0,3.15,3.27,4.78
7402,"Молоко 3,25% жирности, с витамином D",61.0,3.15,3.25,4.8
7403,"Молоко 3,5% жирности, пастеризованное",62.0,2.9,3.5,4.7
7404,"Молоко 3,5% жирности, со сниженным содержанием натрия",61.0,3.1,3.46,4.46
7405,"Молоко 3,5% жирности, стерилизованное",63.0,3.0,3.5,4.7
7406,"Молоко 3% жирности, стерилизованное",58.0,2.9,3.0,4.7
7407,"Молоко 4% жирности, топленое",67.0,2.9,4.0,4.7
7408,"Молоко 6% жирности, топленое",84.0,3.0,6.0,4.7
7409,Молоко буйволиное,106.0,4.0,7.8,4.9
7410,Молоко верблюжье,81.5,4.0,5.1,4.9
7411,Молоко грудное,70.0,1.03,4.38,6.89
7412,Молоко индийского буйвола,97.0,3.75,6.89,5.18
7413,Молоко кобылье,41.0,2.2,1.0,5.8
7414,Молоко козье,68.0,3.0,4.2,4.5
7415,"Молоко козье, с витамином D",69.0,3.56,4.14,4.45
7416,"Молоко коровье сырое 3,6% жирности, фермерское (непастеризованное, нестрерилизованное, некипяченое)",65.0,3.2,3.6,4.8
7417,"Молоко коровье сырое 3,7% жирности, фермерское",64.0,3.28,3.66,4.65
7418,Молоко обезжиренное,35.0,3.37,0.18,4.86
7419,"Молоко обезжиренное, высокобелковое, с витаминами A и D",41.0,3.96,0.25,5.56
7420,"Молоко обезжиренное, обогащенное кальцием",35.0,3.4,0.18,4.85
7421,"Молоко обезжиренное, пастеризованное",32.0,3.0,0.05,4.9
7422,"Молоко обезжиренное, с витаминами A и D",34.0,3.37,0.08,4.96
7423,"Молоко обезжиренное, с добавлением сухого обезжиренного молока, с витаминами A и D",37.0,3.57,0.25,5.02
7424,"Молоко обезжиренное, топленое",32.0,3.0,0.05,5.0
7425,Молоко овечье,108.0,5.98,7.0,5.36
7426,Молоко овечье,111.0,5.6,7.7,4.8
7427,Молоко с гидрогенизированным растительным маслом,63.0,3.33,3.46,4.74
7428,Молоко с маслами лауриновой кислоты,63.0,3.33,3.4,4.74
7429,Молоко сгущенное без сахара 2% жирности с витаминами A и D,107.0,6.67,2.0,15.74
7430,"Молоко сгущенное без сахара 7,5% жирности, с витамином D",134.0,6.81,7.56,10.04
7431,"Молоко сгущенное без сахара 7,5% жирности, с витамином А",134.0,6.81,7.56,10.04
7432,"Молоко сгущенное без сахара 7,8% жирности, стерилизованное",138.0,6.4,7.8,10.3
7433,"Молоко сгущенное без сахара 8,3% жирности, стерилизованное",144.0,7.0,8.3,9.5
7434,"Молоко сгущенное без сахара 9,5% жирности, стерилизованное",162.0,8.3,9.5,11.3
7435,"Молоко сгущенное без сахара обезжиренное, с витаминами A и D",78.0,7.55,0.2,11.35
7436,"Молоко сгущенное без сахара обезжиренное, стерилизованное",71.0,6.6,0.2,10.8
7437,"Молоко сгущенное с сахаром 2,5% жирности",271.0,7.4,2.5,54.6
7438,Молоко сгущенное с сахаром 5% жирности,295.0,7.1,5.0,55.2
7439,"Молоко сгущенное с сахаром 8,5% жирности, цельное",328.0,7.2,8.5,55.5
7440,"Молоко сгущенное с сахаром 8,7% жирности",321.0,7.91,8.7,54.4
7441,"Молоко сгущенное с сахаром, ""Славянское""",261.0,7.4,0.2,57.1
7442,"Молоко сгущенное с сахаром, обезжиренное",259.0,7.5,0.2,56.8
7443,"Молоко сухое 15% жирности, полуобезжиренное",432.0,28.5,15.0,44.7
7444,"Молоко сухое 25% жирности, цельное",483.0,24.2,25.0,39.3
7445,"Молоко сухое 26,7% жирности, цельное",496.0,26.32,26.71,38.42
7446,"Молоко сухое 26,7% жирности, цельное, с витамином D",496.0,26.32,26.71,38.42
7447,Молоко сухое обезжиренное,362.0,33.2,1.0,52.6
7448,Молоко сухое обезжиренное,362.0,36.16,0.77,51.98
7449,Молоко сухое обезжиренное со сниженным содержанием кальцием,354.0,35.5,0.2,51.8
7450,"Молоко сухое обезжиренное, быстрорастворимое",358.0,35.1,0.72,52.19
7451,"Молоко сухое обезжиренное, быстрорастворимое, с витаминами A и D",358.0,35.1,0.72,52.19
7452,"Молоко сухое обезжиренное, с витаминами A и D",362.0,36.16,0.77,51.98
7453,"Молоко, сгущеное цельное, без доб. витаминов A и D, 8%, консерв.",135.0,6.81,7.56,10.04
7454,"Молочный батончик 1,5% жирности, сладкий",147.0,4.41,1.47,25.4
7455,"Молочный коктейль, густой ванильный",112.0,3.86,3.03,17.75
7456,"Молочный коктейль, густой шоколадный",119.0,3.05,2.7,20.85
7457,"Молочный напиток шоколадный 1,1% жирности с витаминами A и D",64.0,3.46,1.11,10.05
7458,"Молочный напиток шоколадный 1,9% жирности, с витаминами A и D",76.0,2.99,1.9,11.43
7459,"Молочный напиток шоколадный 1% жирности, со сниженным содержанием сахара",57.0,3.43,1.04,7.68
7460,"Молочный напиток шоколадный 3,4% жирности, с витаминами A и D",83.0,3.17,3.39,9.54
7461,"Молочный напиток шоколадный обезжиренный, с витаминами A и D",67.0,3.39,0.0,13.46
7462,"Молочный напиток шоколадный обезжиренный, с добавлением кальция",78.0,2.99,1.9,11.43
7463,"Мороженое в вафельном рожке покрытое шоколадом с орехами, 22% жирности",354.0,5.21,21.88,33.38
7464,"Мороженое в вафельном рожке с арахисом и шоколадным соусом, 9,3% жирности",265.0,5.33,9.33,30.71
7465,"Мороженое в шоколадной глазури с орехами, 25,8% жирности",303.0,5.62,25.84,10.79
7466,"Мороженое лёгкое 3% жирности, с сорбетом",165.0,1.54,3.08,32.75
7467,Мороженое молочное,132.0,3.7,3.5,21.3
7468,Мороженое молочное клубничное,123.0,3.8,2.8,21.6
7469,Мороженое молочное крем-брюле,138.0,3.7,3.5,22.9
7470,Мороженое молочное ореховое,157.0,5.4,6.5,20.1
7471,Мороженое молочное с плодами и ягодами,124.0,3.2,2.8,21.2
7472,Мороженое молочное с шоколадной глазурью,231.0,3.2,15.0,20.6
7473,Мороженое молочное шоколадное,133.0,3.6,3.7,21.2
7474,"Мороженое мягкое,  шоколадное 13% жирности,",222.0,4.1,13.0,21.5
7475,"Мороженое мягкое, шоколадное, лёгкое 3,7% жирности",141.0,3.36,3.69,23.15
7476,"Мороженое на палочке с хрустящей глазурью, 25% жирности",358.0,2.11,25.26,36.02
7477,"Мороженое на палочке с шоколадной глазурью, 24% жирности",331.0,4.1,24.1,23.7
7478,Мороженое обезжиренное без сахара,133.0,4.41,0.0,21.46
7479,Мороженое пломбир,232.0,3.7,15.0,20.4
7480,Мороженое пломбир в вафельном рожке,254.0,3.0,14.0,27.89
7481,Мороженое пломбир в шоколадной глазури,310.0,3.2,24.0,20.1
7482,Мороженое пломбир клубничный,206.0,3.2,12.0,21.1
7483,Мороженое пломбир крем-брюле,240.0,3.7,15.0,22.4
7484,Мороженое пломбир ореховый,259.0,5.2,18.0,19.9
7485,"Мороженое пломбир, шоколадный",231.0,3.6,15.0,20.4
